date,age,gender,ads,unique_campaigns,impressions,clicks,spent,total_conversion,approved_conversion,revenue,ctr,conversion_rate,cpc,cpa,roas,segment_level,trend_keyword,search_interest
2017-08-20,45-49,M,5,2,1373308,218,376.1800017,12,6,120.0,0.0001587407923058775,0.027522935779816515,1.7255963380733945,62.69666695,0.31899622376975495,age_gender,skin care,79
2017-08-21,30-34,F,23,1,5419466,1053,1507.799999175,82,25,500.0,0.00019429958597396867,0.023741690408357077,1.431908831125356,60.311999967,0.33160896688790115,age_gender,fashion,79
2017-08-21,30-34,F,23,1,5419466,1053,1507.799999175,82,25,500.0,0.00019429958597396867,0.023741690408357077,1.431908831125356,60.311999967,0.33160896688790115,age_gender,fitness,86
2017-08-21,30-34,F,23,1,5419466,1053,1507.799999175,82,25,500.0,0.00019429958597396867,0.023741690408357077,1.431908831125356,60.311999967,0.33160896688790115,age_gender,grocery,69
2017-08-21,30-34,F,23,1,5419466,1053,1507.799999175,82,25,500.0,0.00019429958597396867,0.023741690408357077,1.431908831125356,60.311999967,0.33160896688790115,age_gender,skin care,85
2017-08-21,30-34,M,18,2,1464700,164,289.960000637,32,8,160.0,0.0001119683211579163,0.04878048780487805,1.7680487843719512,36.245000079625,0.5518002470978868,age_gender,fashion,79
2017-08-21,30-34,M,18,2,1464700,164,289.960000637,32,8,160.0,0.0001119683211579163,0.04878048780487805,1.7680487843719512,36.245000079625,0.5518002470978868,age_gender,fitness,86
2017-08-21,30-34,M,18,2,1464700,164,289.960000637,32,8,160.0,0.0001119683211579163,0.04878048780487805,1.7680487843719512,36.245000079625,0.5518002470978868,age_gender,grocery,69
2017-08-21,30-34,M,18,2,1464700,164,289.960000637,32,8,160.0,0.0001119683211579163,0.04878048780487805,1.7680487843719512,36.245000079625,0.5518002470978868,age_gender,skin care,85
2017-08-21,35-39,F,1,1,1107,0,0.0,1,0,0.0,0.0,0.0,,,,age_gender,fashion,79
2017-08-21,35-39,F,1,1,1107,0,0.0,1,0,0.0,0.0,0.0,,,,age_gender,fitness,86
2017-08-21,35-39,F,1,1,1107,0,0.0,1,0,0.0,0.0,0.0,,,,age_gender,grocery,69
2017-08-21,35-39,F,1,1,1107,0,0.0,1,0,0.0,0.0,0.0,,,,age_gender,skin care,85
2017-08-21,35-39,M,20,2,1642798,211,310.430000548,32,10,200.0,0.00012843940642732704,0.04739336492890995,1.471232230085308,31.0430000548,0.6442676276356709,age_gender,fashion,79
2017-08-21,35-39,M,20,2,1642798,211,310.430000548,32,10,200.0,0.00012843940642732704,0.04739336492890995,1.471232230085308,31.0430000548,0.6442676276356709,age_gender,fitness,86
2017-08-21,35-39,M,20,2,1642798,211,310.430000548,32,10,200.0,0.00012843940642732704,0.04739336492890995,1.471232230085308,31.0430000548,0.6442676276356709,age_gender,grocery,69
2017-08-21,35-39,M,20,2,1642798,211,310.430000548,32,10,200.0,0.00012843940642732704,0.04739336492890995,1.471232230085308,31.0430000548,0.6442676276356709,age_gender,skin care,85
2017-08-21,40-44,F,3,1,21663,5,6.960000039,3,0,0.0,0.00023080829063379957,0.0,1.3920000077999999,,0.0,age_gender,fashion,79
2017-08-21,40-44,F,3,1,21663,5,6.960000039,3,0,0.0,0.00023080829063379957,0.0,1.3920000077999999,,0.0,age_gender,fitness,86
2017-08-21,40-44,F,3,1,21663,5,6.960000039,3,0,0.0,0.00023080829063379957,0.0,1.3920000077999999,,0.0,age_gender,grocery,69
2017-08-21,40-44,F,3,1,21663,5,6.960000039,3,0,0.0,0.00023080829063379957,0.0,1.3920000077999999,,0.0,age_gender,skin care,85
2017-08-21,40-44,M,16,2,1799917,288,463.72000139,25,13,260.0,0.000160007378117991,0.04513888888888889,1.6101388937152779,35.670769337692306,0.5606831691983317,age_gender,fashion,79
2017-08-21,40-44,M,16,2,1799917,288,463.72000139,25,13,260.0,0.000160007378117991,0.04513888888888889,1.6101388937152779,35.670769337692306,0.5606831691983317,age_gender,fitness,86
2017-08-21,40-44,M,16,2,1799917,288,463.72000139,25,13,260.0,0.000160007378117991,0.04513888888888889,1.6101388937152779,35.670769337692306,0.5606831691983317,age_gender,grocery,69
2017-08-21,40-44,M,16,2,1799917,288,463.72000139,25,13,260.0,0.000160007378117991,0.04513888888888889,1.6101388937152779,35.670769337692306,0.5606831691983317,age_gender,skin care,85
2017-08-21,45-49,F,19,1,563071,175,257.099997993,22,6,120.0,0.00031079561902495423,0.03428571428571429,1.4691428456742857,42.8499996655,0.46674446105311607,age_gender,fashion,79
2017-08-21,45-49,F,19,1,563071,175,257.099997993,22,6,120.0,0.00031079561902495423,0.03428571428571429,1.4691428456742857,42.8499996655,0.46674446105311607,age_gender,fitness,86
2017-08-21,45-49,F,19,1,563071,175,257.099997993,22,6,120.0,0.00031079561902495423,0.03428571428571429,1.4691428456742857,42.8499996655,0.46674446105311607,age_gender,grocery,69
2017-08-21,45-49,F,19,1,563071,175,257.099997993,22,6,120.0,0.00031079561902495423,0.03428571428571429,1.4691428456742857,42.8499996655,0.46674446105311607,age_gender,skin care,85
2017-08-21,45-49,M,2,1,55075,13,18.660000443999998,2,1,20.0,0.00023604176123467999,0.07692307692307693,1.4353846495384615,18.660000443999998,1.0718113356975225,age_gender,fashion,79
